id,plan_id,plan_name,payer_id,payer_name,drug_name,ndc_code,jcode,state_name,coverage_status,drug_tier,drug_requirements,is_prior_authorization_required,is_step_therapy_required,coverage_details,confidence_score,source_url,file_name,status,created_at,last_updated_date,review_needed,manufacturer,verification_status,is_quantity_limit_applied,product_labeler_code,product_proprietaryname
eca8dd23-2112-4b5a-bbe1-d4198901485c,0a270e96-5655-4dc6-ab9c-f66b9c06d391,Community Select Bronze 016,5e51b215-bf02-4163-a8d1-bd2fb1dc2bf9,Community Health Choice,XOLAIR SYRINGE 300MG/2ML,,,Texas,Covered with Conditions,NC,,No,No,,0.95,https://www.communityhealthchoice.org/wp-content/uploads/2024/05/formulary-select-2025.pdf,Texas_Community Health Choice_Community Select Bronze 016.pdf,completed,2025-11-04 14:08:07.771079+00,2025-11-04 23:57:05.437065+00,FALSE,No,Verified,No,50242,XOLAIR
071e3216-ca94-4cfe-abb0-669fad75721c,0a270e96-5655-4dc6-ab9c-f66b9c06d391,Community Select Bronze 016,5e51b215-bf02-4163-a8d1-bd2fb1dc2bf9,Community Health Choice,XOLAIR INJ,,,Texas,Covered with Conditions,NC,-,No,No,,0.95,https://www.communityhealthchoice.org/wp-content/uploads/2024/05/formulary-select-2025.pdf,Texas_Community Health Choice_Community Select Bronze 016.pdf,completed,2025-11-04 14:08:07.771079+00,2025-11-04 23:57:05.437065+00,FALSE,No,Verified,No,50242,XOLAIR
